ping_number,latitude,longitude,heading,altitude,slant_range
558,37.7749,-122.4194,90.0,12.0,75.0
559,37.7749,-122.4194,90.0,12.0,75.0
560,37.7749,-122.4194,90.0,12.0,75.0
561,37.7749,-122.4194,90.0,12.0,75.0
562,37.7749,-122.4194,90.0,12.0,75.0
563,37.7749,-122.4194,90.0,12.0,75.0
564,37.7749,-122.4194,90.0,12.0,75.0
565,37.7749,-122.4194,90.0,12.0,75.0
566,37.7749,-122.4194,90.0,12.0,75.0
567,37.7749,-122.4194,90.0,12.0,75.0
568,37.7749,-122.4194,90.0,12.0,75.0
569,37.7749,-122.4194,90.0,12.0,75.0
570,37.7749,-122.4194,90.0,12.0,75.0
571,37.7749,-122.4194,90.0,12.0,75.0
572,37.7749,-122.4194,90.0,12.0,75.0
573,37.7749,-122.4194,90.0,12.0,75.0
574,37.7749,-122.4194,90.0,12.0,75.0
575,37.7749,-122.4194,90.0,12.0,75.0
576,37.7749,-122.4194,90.0,12.0,75.0
577,37.7749,-122.4194,90.0,12.0,75.0
578,37.7749,-122.4194,90.0,12.0,75.0
579,37.7749,-122.4194,90.0,12.0,75.0
580,37.7749,-122.4194,90.0,12.0,75.0
581,37.7749,-122.4194,90.0,12.0,75.0
582,37.7749,-122.4194,90.0,12.0,75.0
583,37.7749,-122.4194,90.0,12.0,75.0
584,37.7749,-122.4194,90.0,12.0,75.0
585,37.7749,-122.4194,90.0,12.0,75.0
586,37.7749,-122.4194,90.0,12.0,75.0
587,37.7749,-122.4194,90.0,12.0,75.0
588,37.7749,-122.4194,90.0,12.0,75.0
589,37.7749,-122.4194,90.0,12.0,75.0
590,37.7749,-122.4194,90.0,12.0,75.0
591,37.7749,-122.4194,90.0,12.0,75.0
592,37.7749,-122.4194,90.0,12.0,75.0
593,37.7749,-122.4194,90.0,12.0,75.0
594,37.7749,-122.4194,90.0,12.0,75.0
595,37.7749,-122.4194,90.0,12.0,75.0
596,37.7749,-122.4194,90.0,12.0,75.0
597,37.7749,-122.4194,90.0,12.0,75.0
598,37.7749,-122.4194,90.0,12.0,75.0
599,37.7749,-122.4194,90.0,12.0,75.0
